source,target,wight
11506,10545,1.0
11506,10019,1.0
11506,11184,1.0
11506,13038,1.0
11506,11208,1.0
10230,10115,13.261677609686334
10230,10035,12.677313820927749
10230,10018,12.060453783110543
10230,10019,1.0
10230,10115,13.261677609686334
10230,11728,1.0
13066,10545,1.0
13066,10415,1.0
13207,11208,1.0
11583,10115,5.180118867824779
11583,10115,5.180118867824779
13214,10574,2.366242621401505
13214,10115,7.421560439929402
13214,11396,1.0
13214,12566,9.637388493048533
13214,12055,1.0
13214,10115,7.421560439929402
11536,10115,5.247835714059897
11536,10115,5.247835714059897
12853,10545,9.901475429766744
11122,10115,11.252332517309616
11122,11583,14.322297480788656
11122,12865,5.270462766947299
11122,10347,10.259783520851542
11122,10095,14.462030521243745
11122,10545,16.699314428937317
11122,13038,1.0
10560,10978,19.469788948631688
10560,12611,1.0
10560,10347,14.473684210526317
10560,10545,12.849851324064712
10560,12327,1.0
11757,10545,11.211213233271874
11757,13315,5.661385170722978
12092,11728,1.0
12092,10545,17.783574850739466
12092,12716,1.0
12092,10666,1.893206114156883
12618,10545,15.534712747612348
12618,10019,1.0
12618,10115,13.458343602478031
12618,10356,4.3852900965351465
10724,10448,8.362420100070908
10724,10019,1.0
10724,10115,5.981486045545791
10724,11091,18.49000654084097
10800,12055,8.929995329613662
10800,11728,1.0
10800,10115,7.141399863000529
10800,10084,6.200991462771502
10272,11293,4.916711622915971
10272,10115,7.572522888642359
11805,10109,12.909944487358057
11805,10545,12.12678125181665
11805,10115,7.782160079558629
11805,11184,1.0
10574,11990,8.844364220965312
10269,10035,15.626907697949846
10269,10115,5.350003761722718
10269,12424,9.528612252064262
10269,10526,9.024852563942803
10269,10545,5.210501057189061
10269,10527,3.657584779797275
10269,12327,1.0
10410,10019,1.0
13006,10764,1.0
13006,12912,1.0
10111,10115,18.90221862432492
10111,11028,1.4982219165849826
10111,10109,6.030226891555272
10111,10545,13.216960960863819
10111,12520,16.685595311797865
10111,10563,22.821069928152788
10111,11184,1.0
10839,12762,1.0
10839,10115,15.564320159117258
10839,10545,22.23243229499719
10839,12076,17.67766952966369
10839,12994,10.206207261596576
10839,10347,16.55665446331305
10839,13337,1.0
12831,11027,3.935208907339702
12831,11920,2.381627541147705
13309,10415,4.490132550669372
13309,10109,1.0
13309,10545,1.0
13309,12530,1.0
13309,10019,1.0
13309,13375,1.0
13293,10545,1.0
12883,10019,1.0
12536,11295,16.012815380508712
12536,10415,8.13451834782084
12536,10343,12.611077391060748
12536,11126,1.0
12536,10545,11.211213233271874
12536,11299,8.483796839677037
10971,10415,8.13451834782084
10971,10673,15.311180047019054
10971,10545,8.9689705866175
10971,12530,1.0
10971,11229,5.264981264926564
10971,11184,1.0
10971,12305,1.0
11482,10545,1.0
11482,10019,1.0
11482,11546,1.0
11482,10115,1.0
11712,10115,4.402254531628119
11712,10449,11.43323900950059
11712,12530,5.103103630798288
11712,10115,4.402254531628119
11712,13375,1.0
11712,11747,12.11253957778773
11066,12440,1.0
13190,10115,9.412416106700233
13190,10545,15.278308283803522
13190,11689,14.204774743178403
13190,10019,1.0
13190,12055,2.942449431682498
13190,11728,1.0
10661,10115,12.131186985386822
10661,10115,12.131186985386822
11196,10869,12.780429685269148
11196,10115,8.746392856766496
11196,10018,10.936965981495177
10809,11208,1.0
12054,12524,7.4535599249993
12054,11184,1.0
12054,10545,15.33929977694741
12054,11208,11.13692092779409
12377,10545,12.574886370696422
12377,11175,11.791665765914455
10520,10215,19.43765650737112
11658,10526,12.630179559013452
10887,11817,7.466013667894413
10887,11504,8.075728530872482
10887,10347,8.285522649991613
10887,10115,5.192616157080083
11156,11339,11.10288979210819
11156,10347,9.183979479633063
11156,12416,1.0
11897,10115,6.997114285413196
10528,10109,6.9316699321338175
10528,10545,8.138962667412649
10528,10115,8.774713684868253
11373,10343,15.8017894345042
11373,10365,13.271218656114264
10319,10115,7.337090886046865
10319,10018,7.339758434175738
10319,10545,13.338778844417353
10319,10347,10.926834468453098
10319,10526,16.50245904961124
10319,10527,4.0128617695256406
10319,10347,10.926834468453098
10713,10545,1.0
10713,11689,1.0
10713,10526,1.0
11893,10019,1.0
11893,10109,6.741998624632421
11827,10019,1.0
12135,10019,1.0
12135,10563,9.495002196669013
12726,12400,1.0
12726,12865,1.0
12726,10115,2.69581933008596
12726,11208,7.624928516630233
12726,11308,5.241424183609592
11884,10781,17.597653802562395
11884,10115,10.955820713295534
11884,10018,10.274816178761126
11884,10545,17.783574850739466
11884,10527,7.490058862731382
11884,10115,10.955820713295534
11884,11747,15.072142131211605
10916,10415,1.0
10916,10115,1.0
11533,13375,1.0
11533,11208,3.0499714066520935
11533,12530,1.0
12887,10545,1.0
12887,10828,1.0
12887,10019,1.0
10240,12327,1.0
10240,10545,1.0
10240,11401,1.0
10999,10115,10.46131561931883
10999,10545,13.584712216226489
10999,10526,8.823529411764707
10999,10527,7.151985398521515
10999,11208,11.095900821829636
10999,11728,1.0
11558,10115,11.252332517309616
11558,10545,14.611900125320155
11558,10115,11.252332517309616
12654,10019,1.0
12654,10527,1.0
12806,11208,1.0
10454,10343,7.398532461669939
10454,10115,3.5455197425947085
11979,12524,1.0
11979,11730,1.0
11979,10115,1.0
11979,10115,1.0
11979,12601,1.0
12183,11208,2.577696311132335
12183,11689,2.2005942406783077
12183,10109,10.079052613579393
12183,11184,1.0
10793,12524,21.004201260420146
10793,11208,5.230657809659415
10696,10545,8.684168428648436
10696,11276,16.096872731710672
10696,10824,10.127393670836666
10696,11015,1.0
10696,10115,14.712510344737476
11009,10115,13.076644524148536
11009,10115,13.076644524148536
11009,10545,11.886623189198179
11009,10563,15.787724448766813
11009,12076,7.426106572325057
11009,10109,7.231015260621873
10990,10415,5.945696223262628
10990,10018,9.469095041060555
10990,10109,6.978985634536183
10990,11208,5.354582285249355
10990,10019,1.0
10990,12994,4.13802944301184
10990,12076,14.334554477024897
10990,10858,6.620847108818944
10990,10545,9.833423245831941
10990,10527,3.451355138642149
10990,11990,2.0072391147592508
10990,11276,5.695974368679319
10990,11015,1.0
10990,12056,8.693598163686229
10990,10035,7.372899253396812
10990,10347,6.712770169263184
10990,10526,7.096661947545744
10990,12891,1.0
10990,10960,4.650743597078626
10990,13375,1.0
10990,10115,5.04834859242824
10990,12416,1.0
10990,12530,2.926028679903264
10990,11728,1.0
10238,10019,1.0
11202,12762,1.0
11202,10018,2.874797872880345
11202,10115,4.598004898717028
11202,10666,1.0
10824,10115,13.206763594884357
10154,10115,12.037508463876115
13258,11184,1.0
11117,12524,1.0
13366,10115,7.624928516630233
13366,11771,1.0
11600,12076,5.773502691896256
11600,10115,6.099942813304187
11600,12865,10.0
11600,11378,8.528028654224416
11600,10018,7.627700713964739
11600,12327,1.0
13081,10019,1.0
12904,10545,9.901475429766744
12904,10019,1.0
13053,10115,3.8124642583151167
10220,11384,1.0
10220,10019,1.0
10220,10545,5.839571624737838
10220,12668,1.0
10327,11128,1.0
10341,10936,5.832118435198043
10341,11728,1.0
10521,10545,7.669649888473705
13360,10018,1.0
10413,12055,10.532801505301286
10413,10347,16.42706150496122
10413,10115,9.827041917978468
10413,10018,10.532801505301286
10413,12425,10.849075915068655
12143,11990,1.0
12972,10115,3.8124642583151167
12035,10018,12.337741817289976
12035,10115,9.866606249114616
12035,11838,13.071306028508973
12035,10115,9.866606249114616
12035,11097,12.583221237211148
10543,11771,1.0
10543,10347,10.926834468453098
10543,10115,10.271927240465612
10543,12440,1.0
11958,10115,7.270084086278815
11958,10115,7.270084086278815
11616,10115,3.6986336072765456
11071,11208,9.753841331435327
11741,10115,10.78327732034384
10157,10520,16.265001215808887
10157,10018,12.185435916898848
10157,10545,9.03876907577734
10157,10115,12.529036043768352
10157,12416,1.0
11987,12223,7.53778361444409
11987,10035,3.1497039417435597
11987,12041,4.166666666666666
11987,11583,4.003203845127178
11372,10035,1.0
11372,10115,1.0
11372,10018,1.0
11372,12530,1.0
11372,10526,1.0
11372,11208,1.0
11372,10527,1.0
11372,10898,1.0
11372,11728,1.0
10363,11039,7.024393586862705
10363,10415,10.301070542879115
10363,13015,5.735393346764043
10363,10018,4.374786392598072
10363,12763,1.0
10363,11208,12.369267399882336
10363,10019,1.0
10363,12994,1.0
10363,10109,12.091270835166862
10363,11583,15.585730003983937
10363,11557,14.19745572840903
10363,10545,6.814662756363819
10363,11977,11.141412945539662
10363,10527,11.959121830873496
10363,13026,4.188539082916955
10363,13038,1.0
10363,11990,5.564148840746572
10363,12383,1.0
10363,10998,1.0
10363,10035,8.175191193132877
10363,12865,11.470786693528087
10363,10347,13.025651232383769
10363,10898,14.659886790209342
10363,10526,13.770565818881089
10363,11689,6.335829046432676
10363,10448,9.78231976089037
10363,11288,14.33148727800037
10363,12524,19.867985355975655
10363,13375,1.0
10363,10115,5.247835714059897
10363,10298,13.497638119975425
12128,10574,1.0
12128,10415,1.0
12128,12685,1.0
12128,10018,1.0
12128,10301,1.0
12128,10019,1.0
12128,11332,1.0
12128,12055,1.0
12128,10936,1.0
12128,12435,1.0
12128,10842,1.0
12128,13038,1.0
12128,12327,1.0
12128,11276,1.0
12128,10998,1.0
12128,10126,1.0
12128,11118,1.0
12128,12865,1.0
12128,10347,1.0
12128,12440,1.0
12128,10354,1.0
12128,10898,1.0
12128,12360,1.0
12128,11689,1.0
12128,10583,1.0
12128,12529,1.0
12128,12147,1.0
12128,11456,1.0
12128,13375,1.0
12128,12671,1.0
12128,10115,1.0
12128,12416,1.0
12128,12885,1.0
12128,13022,1.0
12128,10449,1.0
12128,13280,1.0
12128,12077,1.0
10029,10109,11.26872339638022
10029,11603,4.335549847620601
10029,11633,5.143444998736397
12933,11715,1.0
12933,12376,7.87295821622217
12933,10115,9.385638197228472
12933,12416,1.0
12933,12865,12.309149097933272
12933,12055,14.083575804390605
12933,10347,15.974461276617433
12933,12577,22.5912997889962
12933,10527,5.133270023393453
12933,12994,1.0
12933,12076,7.106690545187015
12933,10019,1.0
12933,12041,8.703882797784892
12933,10998,1.0
12933,12668,3.1265269974036123
10645,12327,1.0
10645,11288,8.141120112822952
10645,10115,4.7697225056167
11028,11557,3.241444255508768
11028,10223,1.7792017089454124
11244,10109,6.262242910851494
11244,10526,15.2828012432548
10612,10347,19.75145657753983
11703,12241,1.0
11703,10574,15.75521978122203
11703,10115,7.059312080025175
11703,10035,5.49857399228215
11703,11339,9.078412990032037
11703,12865,1.0
11703,10018,14.712247158412492
11703,10545,15.278308283803522
11703,12327,1.0
11703,13038,1.0
11703,10896,1.0
11703,12438,19.399589841579264
11703,10998,1.0
11703,13375,1.0
13187,10545,4.950737714883372
13187,10019,1.0
13187,12363,1.0
13302,10019,1.0
11593,11276,1.0
11593,11253,1.0
11593,10115,9.983374884595825
11593,10354,1.0
13212,10545,1.0
13212,10019,1.0
11493,10115,4.933303124557308
11493,10019,1.0
11493,13375,1.0
11493,10035,5.763904177042349
11493,13038,1.0
10028,10115,12.854519753400954
10028,10018,16.073991593304594
10028,10545,12.983013961742001
10028,10347,13.674085322912191
10028,10526,19.274776986097066
10028,10415,13.45726220504978
10028,10019,1.0
10028,10448,15.974461276617433
10028,12994,4.68292905790847
10028,13038,1.0
10028,10527,9.764582085806337
10028,12076,5.407380704358752
10028,11276,6.446025638903101
10820,10115,1.0
10820,10586,1.0
10820,13270,1.0
10820,10347,1.0
10820,12294,1.0
10820,12041,1.0
10820,11398,1.0
10820,11523,1.0
13363,10115,1.0
10837,10115,1.0
10837,11097,1.0
12539,10019,1.0
11935,10415,14.42149876003076
11935,10115,6.997114285413196
12394,11253,1.0
12394,11276,2.0942695414584773
12394,10115,6.960575579871307
12394,10343,14.524822344353169
12394,11719,16.537964611894463
12394,10347,16.289594138375037
12394,11155,1.0
12394,13162,1.0
12394,13336,1.0
12394,10650,11.92569587999888
12394,12055,6.963106238227914
12394,12383,1.0
12394,10115,6.960575579871307
10631,10115,12.535305264097504
10631,10526,15.506806546951527
10631,10545,17.90571786830783
10631,11689,10.593907444505042
10631,10019,1.0
10631,12524,14.237369936287486
10631,13375,1.0
11705,10115,1.0
10641,11895,2.881952088521175
10641,10898,7.874992309581577
10641,10115,3.2888687497048723
10641,10526,5.547950410914818
11642,10574,15.879768911344364
11642,10415,2.4441185836892214
11642,10115,12.451456127293806
11642,10508,15.452877499092176
11642,11128,15.161960871578067
11642,10347,8.83021571376696
11642,10545,10.779361112725908
11642,11294,1.0
11642,10526,7.00140042014005
11642,11208,8.804509063256239
11642,12041,9.622504486493764
11642,13280,1.0
11642,10347,8.83021571376696
11642,12327,1.0
11642,10998,1.0
11642,10109,1.0
11642,12870,8.20609939862218
11642,10807,11.844484241978357
11991,11208,11.812488464372366
11991,10115,12.529036043768352
11991,12524,13.176156917368248
11991,11091,8.606629658238704
10717,11715,1.0
10717,10591,1.0
10717,10115,1.8493168036382728
10717,10545,9.605842128561482
10717,10545,9.605842128561482
10717,11229,2.8194193721730048
10353,10035,1.0
10353,12416,1.0
10353,10018,1.0
10353,10545,1.0
10353,13059,1.0
10353,10019,1.0
10353,13375,1.0
11768,10115,11.010318582559755
11768,10035,9.188630773666187
11768,12865,1.0
11768,10018,11.8010588647299
11768,10526,10.613237065158375
11768,10527,10.753309840483507
11768,10019,1.0
11768,13280,1.0
11768,13375,1.0
11768,10998,1.0
12734,12327,1.0
12734,10019,1.0
12734,10764,1.0
12734,11184,1.0
10067,12524,6.622661785325219
10067,10545,11.357771260606366
10067,11276,5.263157894736842
10067,11184,1.0
10067,10115,3.498557142706598
12696,11295,1.0
12696,10115,1.0
12696,11550,1.0
12696,11208,1.0
12696,11184,1.0
12696,11728,1.0
10291,10115,3.179815003744467
10291,11771,1.0
10291,11728,1.0
10291,12416,1.0
11949,11276,4.73248524280301
11949,10115,12.583221237211148
11461,13059,1.0
11461,10115,1.0
11461,10347,1.0
11461,10115,1.0
11461,10019,1.0
11097,13375,1.0
11097,12327,1.0
12197,12524,7.4535599249993
12197,10545,15.33929977694741
12197,11184,1.0
12197,10448,11.009637651263606
11252,12891,1.0
11252,10115,9.827041917978468
11252,11015,1.0
11252,10115,9.827041917978468
10744,10019,1.0
10744,10545,15.308090589424339
10744,13315,1.0
12474,12524,1.0
12474,10115,1.0
10374,10115,10.467600579705136
10374,10526,23.543547789870935
10374,10527,10.223260251369135
10374,10448,19.51231356683212
10374,10019,1.0
10374,11640,1.0
10374,11728,1.0
10027,10115,4.402254531628119
10027,10527,6.01929265428846
10027,10347,2.341464528954235
10882,11208,2.7842302319485226
10882,10019,1.0
10882,10115,7.874992309581577
10882,12524,1.0
10882,10526,8.856148855400953
11598,10126,8.308129847945278
11598,10115,8.746392856766496
11598,12416,1.0
11598,10018,17.499145570392287
11598,10545,13.629325512727638
11598,10415,14.42149876003076
11598,10019,1.0
11598,11728,1.0
11295,10115,10.78327732034384
11295,10035,5.039526306789696
11295,10545,11.20224067222408
11295,12530,5.0
11295,11208,9.14991421995628
11295,11398,8.16496580927726
10181,11276,2.228282589107932
10181,10115,11.849576431500306
10181,10545,13.464028341974355
10181,12865,14.569287935358963
10181,10019,1.0
10181,12819,9.42285694863091
10181,12055,9.260847332207952
10181,10881,14.684461964287046
10181,12202,5.49442255794756
11793,10115,17.68223681291511
11793,10545,22.96155733978881
11544,11358,11.07273064716533
11544,12448,10.226199851298274
11909,11807,1.0
10733,10545,5.613608914238398
10733,12055,7.207499701564471
10733,10018,1.8018749253911177
10733,11689,6.95889000639221
10733,10115,4.322928132781763
11503,11253,1.0
11503,10115,12.719260014977868
11503,10035,11.145564251507057
11503,10018,9.940534656094302
11503,10545,14.452202432768344
11503,10898,17.13120722160482
11503,13216,1.0
11503,12327,1.0
11503,11076,15.122313285973865
10266,10440,6.085806194501846
10266,11711,1.0
10266,10134,12.456821978060994
10266,10018,14.924050144892728
10266,12429,10.0
10266,12422,1.0
10266,10301,14.2313613392964
10266,10552,15.20302849670743
10266,12365,6.780635036208105
10266,12446,6.123724356957946
10266,12055,2.132007163556104
10266,11131,13.728129459672884
10266,13038,1.0
10266,12073,6.9937860618023535
10266,11059,7.669649888473703
10266,10545,15.49826049695167
10266,11276,2.5649458802128855
10266,12808,7.905694150420948
10266,10126,12.146644952683742
10266,12376,7.1509694193419415
10266,10035,3.984095364447979
10266,13033,1.0
10266,10347,10.882143751650176
10266,10448,12.712834523274562
10266,12890,3.952847075210474
10266,10115,10.229915092057103
10266,10161,9.805806756909202
10266,11825,11.359236684941296
10266,10376,1.0
11139,10545,8.444006618414981
11139,10109,11.236664374387368
11139,11861,11.236664374387368
11051,10545,10.803395392536073
13332,12124,1.0
13332,10115,5.39163866017192
13332,10134,9.847982464479191
13332,10019,1.0
13332,10347,2.8676966733820217
13332,11633,10.206207261596576
13332,10058,1.0
13019,10545,1.0
12489,11208,24.733156272730835
10614,10115,1.0
10614,10035,1.0
10614,11091,1.0
10614,10019,1.0
10614,13038,1.0
10614,11091,1.0
10614,11276,1.0
11309,10545,15.244318679334118
11309,10347,12.487810821089255
11309,11728,1.0
11309,11771,1.0
12059,12200,1.0
12059,12642,1.0
12059,10115,2.69581933008596
12059,10018,13.483997249264842
12059,11715,1.0
12059,10898,3.227486121839514
12059,11208,1.0
12059,12041,1.0
12059,10019,1.0
12059,12327,1.0
12059,13375,1.0
11436,10115,8.22217187426218
11436,10115,8.22217187426218
10801,11689,1.0
11508,10115,11.252332517309616
11508,12732,1.0
11508,11294,1.0
11508,10415,17.038855027411945
11508,12493,1.0
11508,10448,14.982219165849825
11508,10527,8.791739645277161
11508,12076,6.085806194501846
11508,11771,1.0
11508,12601,1.0
10043,12865,1.0
10043,11719,13.162453162316408
10043,11689,6.420877537090426
10043,12416,1.0
12079,10468,1.0
12079,10019,1.0
12079,10109,1.0
10443,10448,14.9071198499986
11989,11990,1.0
11989,10545,1.0
10408,12894,2.906190968595482
10408,10764,6.839411288813298
10408,10115,10.636559227784126
10408,10115,10.636559227784126
10408,13140,8.219949365267865
10957,10288,18.405048238782005
10957,13059,1.0
10957,10115,12.369267399882336
10957,10545,11.243619908556623
10957,10019,1.0
10563,10115,18.250220704817156
10563,11126,3.418928299756789
10563,10018,14.043735340401714
10563,11378,13.738701759630043
10563,10347,16.42706150496122
10563,12294,1.694915254237288
10563,11396,1.0
10563,12700,1.0
10563,11308,20.471259193580593
10563,12891,1.0
10563,11990,13.396328420673195
10563,10115,18.250220704817156
10485,11184,1.0
12808,12865,1.0
10681,11990,10.984700727621794
13191,10415,1.0
13191,10115,1.0
13191,12530,1.0
11876,10109,2.6352313834736494
11876,10050,13.258252147247765
11876,10019,1.0
13368,10545,1.0
13368,13375,1.0
11814,10415,1.0
11814,10115,1.0
11814,11390,1.0
10529,10115,8.993875008265757
10529,13059,1.0
10529,10019,1.0
10529,10347,23.918243661746992
12849,11624,1.0
12849,10115,17.43060401962945
12849,10415,20.528906550577187
12849,13059,1.0
12849,12566,15.089863644835704
12849,10527,15.888814239971282
10795,10115,7.90432199139813
12517,10545,1.0
11022,10115,6.359630007488934
11022,12055,7.9524277248754425
11022,10347,11.838926601105422
11022,11308,18.54734003205559
11022,12076,1.0
11022,10019,1.0
11237,11184,1.0
11237,11583,10.087125544480042
12632,10545,1.0
12632,10019,1.0
12632,10526,1.0
13269,10545,1.0
11004,11689,2.6037782196164776
11716,10115,2.2484687520664393
11716,10115,2.2484687520664393
11716,13038,1.0
13005,12524,13.055824196677337
11940,11858,13.648777260815354
11940,10866,13.360627800656925
11940,10115,9.664600284835894
11940,10030,8.189266356489211
11940,11557,14.940878722263054
11940,13026,6.611796049072863
11940,12566,10.757249579467185
10008,10448,4.494665749754947
10008,10115,4.822428221704121
10008,11208,11.36657232450789
10834,12976,1.0
10834,10035,18.184824186332698
10834,10115,7.782160079558629
10834,12416,1.0
10834,11728,1.0
10834,11565,15.29438225803745
10834,10018,7.784989441615229
10834,12424,18.48053177386432
10834,13059,1.0
10834,10448,10.15452993074904
10834,10527,4.256282653793743
10834,10019,1.0
10834,12305,1.0
10834,10098,15.23179489612356
12477,10115,12.0144259719491
12477,10115,12.0144259719491
11073,11040,7.142857142857142
11073,11994,6.299407883487119
12966,10545,4.950737714883372
12966,10018,1.0
12966,10115,1.0
12966,11091,5.892556509887896
10652,10115,5.7131198904004235
10620,10574,7.443641677192671
10620,10591,7.216878364870323
10620,10115,7.782160079558629
10620,12306,3.00964632714423
10620,10545,10.105651043180542
10620,10526,14.002800840280097
10620,12891,1.0
10620,11208,8.804509063256239
10620,10448,8.703882797784892
10620,10019,1.0
10620,11689,3.7582301400141445
10620,12446,3.72677996249965
10620,11771,1.0
10253,10574,2.781536249477377
10253,12994,1.0
10253,12112,7.784989441615229
10253,12861,14.301938838683883
10253,12073,3.9762138624377212
10253,13162,1.0
10253,10347,10.827043935570554
10253,11990,6.937459350943205
10253,10126,12.085142557737354
10253,12733,1.0
10253,12376,8.131156281817416
10253,10443,10.909090909090908
10253,10102,4.433510985214727
10253,10347,10.827043935570554
10253,11499,1.0
10253,10526,8.175874252096607
10253,10448,10.84154170908989
10253,11482,1.0
10253,12671,1.0
10253,11295,16.18079669911781
10253,10115,5.816067269023052
10253,10975,9.009374626955589
13206,11013,2.849014411490949
13206,10998,1.0
13206,10115,5.39163866017192
13206,10115,5.39163866017192
13206,12416,1.0
12773,12808,12.009611535381534
12773,11715,1.0
12773,10115,13.813650314199414
12773,11557,16.349964255346812
12773,10018,15.114173098063565
12773,10212,20.296250614016603
12773,12440,1.0
12773,11276,7.792865001991968
12773,10115,13.813650314199414
10761,10415,1.0
10761,10109,7.69800358919501
10761,10545,3.6155076303109364
11800,11633,1.0
11337,11208,15.49387023967062
12210,10936,1.0
12210,10545,1.0
12210,10898,1.0
13342,11689,1.0
11936,12997,1.0
11936,11208,11.620402679752965
11281,10527,3.775601607455176
11281,10115,4.141971550643954
11281,10019,1.0
11281,10035,3.226226123305515
12978,11208,1.0
12978,10115,3.8124642583151167
12978,12529,1.0
12978,10673,1.0
10995,10545,10.824454662799923
10995,10415,14.02481783633036
10995,10115,9.52651016459082
10978,11126,2.0261022461827696
10978,10018,4.161251892882395
10978,10019,1.0
10978,10109,4.600437062282362
10978,11523,12.053151055354618
10978,11920,14.11862416005035
10978,11565,12.262786789699316
10978,10545,10.803395392536073
10978,13251,1.0
10978,10527,9.100315103865801
10978,13038,1.0
10978,11990,7.938841860374447
10978,11276,12.515654358043973
10978,11015,1.0
10978,11771,1.0
10978,10035,19.44039478399348
10978,11174,1.0
10978,10347,8.849904067559859
10978,10095,9.356014857063997
10978,10526,14.969623771302395
10978,12891,1.0
10978,11091,18.00205749557739
10978,12525,1.0
10978,12524,6.299407883487119
10978,10807,15.194743527951726
10978,10115,11.64727069869513
10978,12416,1.0
10978,12327,1.0
10978,10975,10.309826235529032
10978,10457,4.161251892882395
10978,12530,11.572751247156893
10978,12611,1.0
10978,11633,9.44911182523068
10978,11728,1.0
13341,10115,15.249857033260467
13341,12559,11.470786693528087
13401,10018,19.06925178491185
13079,10109,1.0
13195,12424,1.0
10038,10545,10.67703554397455
10038,10115,16.44434374852436
10038,10018,14.394032120171637
11376,11208,1.0
12137,10343,9.594781857618335
12137,10095,12.92719224987548
12137,11276,3.4585723193303735
12137,12424,21.838043617304564
12137,10115,6.897007348075543
11290,10115,13.517553495055765
11290,10035,12.921914767618443
11290,11583,18.2482967150453
11290,12416,1.0
11290,10545,15.957672558078226
11290,12891,1.0
11290,11689,7.418201672013589
11290,10019,1.0
11290,11208,10.427294990624562
11290,10109,11.891767800211262
11324,10905,16.122870389670755
11324,10526,11.259433727776125
11324,10115,10.012021643290916
10367,10415,1.0
10367,11184,1.0
12242,10115,8.804509063256239
12242,12577,17.66043142753392
12242,12076,11.11111111111111
12242,10527,12.038585308576922
12242,11208,10.376213439411504
12242,11633,5.555555555555555
13230,10115,7.624928516630233
13230,11208,1.0
11872,10115,5.39163866017192
11872,10115,5.39163866017192
13353,10545,1.0
13353,12055,1.0
13353,10019,1.0
11079,11276,11.239029738980328
11079,10115,12.451456127293808
11079,10115,12.451456127293808
11094,10212,21.354191800276585
11094,10527,6.322974774186791
11094,10018,11.565089976524145
10943,11448,1.0
10943,11184,1.0
13181,10545,7.001400420140048
13181,11715,1.0
13181,10347,8.603090020146064
13181,11728,1.0
12452,10415,17.23139057401838
12452,10115,8.128201109529439
12452,10035,15.194743527951726
12452,13216,1.0
12452,12865,5.330017908890261
12452,10018,8.131156281817416
12452,10347,13.834289277321494
12452,10545,10.555008273018727
12452,10019,1.0
12452,10527,11.113855611859675
12452,11184,1.0
11859,10115,2.69581933008596
11859,10347,2.8676966733820217
11859,10545,3.500700210070024
11859,10019,1.0
11859,10527,1.0
11859,11276,1.0
10346,11208,5.631382918337083
10346,12524,5.02518907629606
10346,10115,9.29130778103323
10346,10115,9.29130778103323
11566,10019,1.0
10549,11689,1.0
12199,10019,1.0
12835,11208,1.0
12835,12835,1.0
10967,10545,12.255110553085002
11490,10115,9.5394450112334
11490,10115,9.5394450112334
12992,10109,7.4535599249993
12992,10545,17.50350105035012
10109,11039,12.909944487358057
10109,10115,4.822428221704121
10109,10545,10.437071518085823
10109,11047,10.437071518085823
10109,10347,5.129891760425771
10109,12425,7.4535599249993
10109,11747,10.614897848685505
10873,10115,1.0
10873,12416,1.0
10873,12865,1.0
10873,12727,1.0
10873,12055,1.0
10873,10115,1.0
10873,12049,1.0
10104,11936,12.097769771854962
10104,10018,11.009637651263606
13121,10415,1.0
13121,10115,3.5944257734479472
13121,11557,1.0
13121,13216,1.0
13121,11091,1.0
13121,13375,1.0
13121,13038,1.0
11867,12030,4.559607525875532
11867,10828,7.548513560963972
11867,10574,5.721295676906231
11867,11039,8.006407690254356
11867,10115,5.981486045545791
11867,10822,1.0
11867,12587,1.0
11867,10347,4.772135722318334
11867,10898,7.16114874039433
11867,13162,1.0
11867,10527,6.13395615082148
11867,12717,1.0
11867,12055,3.7397879600338286
11867,11276,4.499212706658475
11867,12671,1.0
12921,10545,1.0
13402,10526,1.0
13402,10035,1.0
13402,10115,1.0
13402,11565,1.0
13402,10018,1.0
13402,10347,1.0
13402,12530,1.0
13402,10019,1.0
13402,10527,1.0
13402,10109,1.0
10342,12423,1.0
10342,11184,1.0
10342,10115,11.059816495954717
11671,10115,9.437415927908361
11671,10018,13.767902008851548
11671,10109,15.220988371246985
11671,11499,1.0
11671,10526,17.688728441930625
11671,12994,5.157106231293967
12765,10545,1.0
10577,10115,8.993875008265757
10577,12416,1.0
10577,11448,1.0
10577,10978,6.434894520877868
10577,10018,8.434823356733
10577,10347,4.783648732349398
10577,11155,1.0
10577,12700,1.0
10577,12041,3.4752402342845796
10577,12076,1.0
10577,12994,1.0
10577,12890,15.638581054280609
10577,12055,5.623215571155333
10577,11276,3.382550457458692
12983,10574,7.73565934694095
12983,10035,3.1497039417435597
12983,10115,8.08745799025788
12983,12763,1.0
12983,10828,3.4020690871988584
12983,10526,6.063390625908324
12983,11252,6.509445549041194
12983,10527,3.6860489038724285
12983,10019,1.0
11582,10527,16.967515794730186
11582,10526,13.95541389950575
11582,10115,14.182078970378834
10723,10115,9.644856443408242
10723,10084,13.957971269072367
11146,12530,1.0
12161,10545,5.770297860846153
12161,13375,1.0
11187,10115,11.856482987097197
11119,10109,8.349657214468658
11119,10115,7.549804236114202
11119,11126,3.6773156567646104
11823,11276,1.0
11823,10115,3.754255278891389
10533,10115,1.0
11981,10545,1.0
11981,10035,1.0
10197,12327,1.0
10197,10448,17.056057308448835
10080,12416,1.0
13352,10545,1.0
13352,12808,1.0
11005,12805,1.0
11005,10574,11.29865365732064
11005,10415,11.593472394004207
11005,11056,22.360679774997898
11005,10115,5.906244232186183
11005,10161,11.322770341445958
11005,10569,17.843989469818823
11005,12416,1.0
11005,10018,7.385489458759964
11005,13271,1.0
